id,food_type
50266,Andhra
50266,South Indian
50266,Biryani
50319,Indian
50319,Tandoor
50319,Seafood
50319,Chinese
50356,Indian
50356,Mughlai
50363,Indian
50363,Chinese
50363,Continental
50461,Chinese
50461,Indian
50461,Biryani
50620,Pizzas
50620,Italian
50773,Chinese
50773,North Indian
50773,Chaat
50934,Beverages
50973,Biryani
50973,North Indian
50973,Chinese
51119,Indian
51119,Chinese
51119,Continental
51158,North Indian
51158,Chinese
51230,Biryani
51230,Chinese
51230,Arabian
51263,Fast Food
51263,Italian
51263,Chinese
51263,Snacks
51317,Chinese
51317,North Indian
51317,South Indian
51329,Chinese
51492,North Indian
51492,Chinese
51495,Fast Food
51495,American
51495,Biryani
51495,Lebanese
51495,Indian
51543,Chinese
51543,Thai
51561,Indian
51561,Chinese
51561,Coastal
51561,Malwani
51621,Kerala
51621,South Indian
51621,Arabian
51621,Chinese
51832,Chettinad
51832,South Indian
51832,North Indian
51832,Chinese
51833,Bakery
51833,Desserts
51833,Fast Food
51863,North Indian
51863,Chettinad
51863,Chinese
51863,Seafood
51932,North Indian
52024,North Indian
52024,South Indian
52024,Chettinad
52045,North Indian
52045,Chinese
52045,Fast Food
52045,Arabian
52054,Lebanese
52054,Middle Eastern
52054,Mediterranean
52054,Fast Food
52151,Burmese
52151,Indian
52151,Chinese
52151,Arabian
52204,North Indian
52204,Chinese
52207,Biryani
52207,Indian
52207,Chinese
52207,North Indian
52207,South Indian
52207,Grill
52207,Barbecue
52207,Tandoor
52250,Biryani
52250,North Indian
52338,Pizzas
52338,Fast Food
52344,Italian
52344,Desserts
52364,Desserts
52364,Bakery
52368,American
52368,Fast Food
52368,Keto
52368,Beverages
52419,Snacks
52419,Fast Food
52460,Indian
52460,Chinese
52463,Chinese
52463,Tibetan
52463,Nepalese
52463,Pan-Asian
52533,Seafood
52548,Biryani
52548,Barbecue
52548,South Indian
52548,Chinese
52548,North Indian
52566,North Indian
52566,Chinese
52566,Continental
52604,Pizzas
52604,Fast Food
52686,Chinese
52712,North Indian
52712,Chinese
52725,South Indian
52767,American
52767,Fast Food
52767,Snacks
53007,Biryani
53007,North Indian
53007,Tandoor
53007,Hyderabadi
53007,Kebabs
53007,Chinese
53009,Biryani
53009,North Indian
53009,Tandoor
53211,Chinese
53211,South Indian
53211,Indian
53261,Mediterranean
53261,Lebanese
53261,Mughlai
53261,North Indian
53261,Chinese
53261,Salads
53503,Pizzas
53503,Italian
53503,Desserts
53503,Beverages
53659,Indian
53659,Italian
53659,Chinese
53659,Continental
53710,Italian
53815,Biryani
53815,Fast Food
53884,Street Food
53884,Fast Food
53884,Pizzas
53884,Italian
53884,Desserts
53934,Ice Cream
53934,Desserts
53985,Indian
53985,Chinese
54309,Continental
54309,Pizzas
54309,Chinese
54309,North Indian
54309,Desserts
54309,Punjabi
54309,Indian
54309,Healthy Food
54309,Pastas
54309,Beverages
54314,Continental
54314,Italian
54326,Continental
54378,Maharashtrian
54378,North Indian
54424,Salads
54424,Raw Meats
54488,American
54585,Indian
54585,Chinese
54585,Fast Food
54605,Biryani
54605,Chinese
54668,Beverages
54668,Juices
54698,Biryani
54698,South Indian
54698,Combo
54728,American
54735,Biryani
54735,Chinese
54735,North Indian
54801,Indian
54801,Continental
54824,Fast Food
54889,Biryani
54889,Indian
54889,Chinese
54917,Pizzas  Pastas  Italian  Snacks  Continental  Desserts  American  Salads
54972,Biryani
54973,Fast Food
54973,Snacks
54973,Desserts
54973,Beverages
55080,Fast Food
55080,Indian
55192,Biryani
55192,North Indian
55192,Mughlai
55195,South Indian
55195,North Indian
55334,Italian
55334,Continental
55334,French
55334,Japanese
55334,Korean
55334,Thai
55369,South American
55369,Fast Food
55531,Andhra
55531,Chettinad
55531,Chinese
55531,Desserts
55531,North Indian
55531,Seafood
55625,American  Continental  Italian  Pastas  Snacks  Desserts  Beverages
55702,Arabian
55746,Bakery
55746,Desserts
55795,American
55795,Salads
55795,Mexican
55795,Italian
55795,Steakhouse
55875,North Indian
55875,Biryani
55875,Chinese
56066,Indian
56118,North Indian
56118,Punjabi
56118,Indian
56118,Continental
56130,South Indian
56130,North Indian
56233,Chinese
56268,Desserts  Beverages
56491,Indian
56497,Seafood
56553,Indian
56553,Chinese
56627,Beverages
56627,Snacks
56627,Bakery
56722,Continental
56722,Chinese
56722,Indian
56722,Italian
56722,European
56756,American
56756,Cafe
56756,Fast Food
56756,Beverages
56756,Italian
56756,Mexican
56972,Biryani
57004,Chinese
57004,Kebabs
57004,North Indian
57048,Fast Food
57048,Continental
57113,Burmese
57113,Indian
57113,Chinese
57113,Arabian
57224,American
57224,Italian
57224,Continental
57224,Indian
57231,Healthy Food
57231,American
57231,Lebanese
57231,Mediterranean
57231,European
57231,Juices
57231,Middle Eastern
57426,Italian
57426,Chinese
57426,Indian
57428,Desserts
57428,Beverages
57566,Desserts
57673,South Indian
57856,Pizzas
57856,Fast Food
57868,South Indian
57903,Haleem
57903,Arabian
57903,Biryani
57903,Tandoor
57903,Chinese
57903,Indian
57903,Desserts
57903,Kebabs
57903,Mughlai
58049,South Indian
58049,North Indian
58070,Fast Food  Middle Eastern  Cafe
58088,North Indian
58088,Chinese
58090,Bakery  Desserts
58119,European
58119,Mediterranean
58119,Continental
58119,Desserts
58120,Chinese
58120,Maharashtrian
58120,North Indian
58195,Desserts
58197,South Indian
58289,Healthy Food
58289,North Indian
58289,Beverages
58568,Desserts
58607,Indian
58607,Chinese
58607,Beverages
58632,Chinese
58632,Biryani
58818,North Indian
58818,Fast Food
58818,South Indian
58858,Pizzas
58858,Juices
58858,Beverages
58955,Indian
58955,Chinese
58990,Indian
58990,Chinese
58990,North Indian
58990,Tandoor
58990,Biryani
58990,Kebabs
58990,Punjabi
59008,Arabian
59008,Turkish
59141,Tibetan
59141,Fast Food
59141,Healthy Food
59141,Asian
59141,Chinese
59141,Snacks
59141,Continental
59141,Desserts
59141,Beverages
59439,Ice Cream
59439,Desserts
59550,Sweets
59550,Snacks
59555,Sweets
59555,Snacks
59662,Indian
59662,Continental
59771,Indian  Chinese  Pizzas  Pastas  Snacks  Biryani  Continental  Beverages  Desserts
59810,Oriental
59815,Indian
59815,Chinese
59815,Tandoor
59815,Mughlai
59864,Indian
59864,Chinese
59864,Arabian
59864,Biryani
59864,Beverages
59864,Desserts
59971,Afghani
59971,Biryani
60071,Bakery
60071,Pizzas
60071,Fast Food
60071,Chinese
60071,Italian
60071,American
60071,Sweets
60071,Desserts
60071,Beverages
60074,Chinese
60104,Indian
60152,Chinese
60152,Continental
60152,Snacks
60152,Beverages
60152,Italian
60152,Desserts
60214,North Indian
60214,Chinese
60214,Biryani
60303,Chinese
60303,North Indian
60323,Indian
60323,Chinese
60323,Continental
60323,North Indian
60323,Biryani
60323,Punjabi
60323,Thalis
60323,Tandoor
60323,Combo
60323,Pastas
60323,Snacks
60323,Beverages
60323,Street Food
60347,North Indian
60347,South Indian
60347,Chinese
60347,Indian
60347,Mongolian
60347,Continental
60357,Chinese
60357,Pan-Asian
60471,Beverages
60555,Italian
60555,Continental
60731,Indian  Chinese
60794,North Indian
60794,South Indian
60794,Chinese
61000,Bakery
61000,Desserts
61000,Beverages
61000,Snacks
61000,Juices
61000,Pizzas
61005,Chinese
61005,Indian
61028,Indian
61028,Chinese
61028,Mughlai
61115,North Indian
61115,Indian
61115,Biryani
61115,Punjabi
61115,Kebabs
61115,Grill
61115,Mughlai
61115,Desserts
61128,Indian
61128,Thalis
61196,Biryani
61196,Lebanese
61196,Kebabs
61238,Bakery
61238,Desserts
61238,Beverages
61238,Pizzas
61238,Pastas
61238,Snacks
61238,Fast Food
61238,American
61290,Mughlai
61290,Chinese
61290,Continental
61290,Indian
61290,Italian
61315,Bakery
61315,Combo
61315,Beverages
61315,Maharashtrian
61315,Snacks
61315,Street Food
61315,South Indian
61315,Punjabi
61315,Fast Food
61561,Desserts
61597,Chinese
61597,South Indian
61597,North Indian
61607,Chinese
61607,Italian
61607,Fast Food
61607,Desserts
61607,Beverages
61790,Indian
61790,North Indian
61790,Punjabi
61790,Chinese
61790,Biryani
61834,North Indian
61834,Chinese
61834,Continental
61834,Mexican
61910,Chinese
61910,North Indian
61931,Indian
61931,Fast Food
62231,North Indian
62267,Biryani
62408,Fast Food
62456,Bakery
62482,Indian
62509,Desserts  Bakery
62557,American
62557,Mexican
62679,Biryani
62695,Continental
62695,Indian
62695,Chinese
62758,South Indian
62758,Kerala
62758,Seafood
62836,American
62836,Pizzas
62836,Fast Food
62836,Biryani
62836,Snacks
62836,Combo
62876,North Indian
62876,Punjabi
62876,Combo
62876,Biryani
62876,Healthy Food
62876,Jain
62876,Thalis
62876,Indian
62876,Mughlai
62876,Desserts
62894,North Indian
62894,Punjabi
62894,Combo
62894,Biryani
62894,Healthy Food
62894,Jain
62894,Thalis
62894,Indian
62894,Mughlai
62894,Desserts
62934,North Indian
62934,Punjabi
62934,Combo
62934,Biryani
62934,Healthy Food
62934,Jain
62934,Thalis
62934,Indian
62934,Mughlai
62934,Desserts
62979,North Indian
62979,Punjabi
62979,Combo
62979,Biryani
62979,Healthy Food
62979,Jain
62979,Thalis
62979,Indian
62979,Mughlai
62979,Desserts
63042,European
63042,Continental
63048,Biryani
63048,North Indian
63048,Kebabs
63048,Mughlai
63048,Grill
63048,Fast Food
63048,Beverages
63048,Combo
63048,Sweets
63048,Desserts
63049,North Indian
63156,Fast Food
63617,Indian
63617,Chinese
63673,Chinese
63673,Oriental
63673,Asian
63673,Pan-Asian
63673,Thai
63673,Seafood
63673,Fast Food
63705,North Indian
63705,Biryani
63705,Seafood
63705,South Indian
63891,Ice Cream  Beverages  Fast Food
63957,Biryani
63957,Mughlai
63957,Indian
63957,Beverages
63960,Indian
63960,Chinese
64234,Pizzas
64234,Italian
64592,North Indian
64592,Chinese
64595,South Indian
64640,Indian
64640,Chinese
64758,Indian
64758,Chinese
64772,Indian
64772,Chinese
64776,Snacks
64883,North Indian  Chinese
64956,Seafood
64956,Indian
64956,Chinese
64972,Italian
64972,Indian
64972,Continental
64979,Indian
64979,Mughlai
64979,Chinese
64979,Biryani
65004,Indian
65004,Punjabi
65004,Chinese
65004,Mughlai
65004,Biryani
65004,Tandoor
65004,Pizzas
65004,Thalis
65006,Desserts
65006,Bakery
65006,Beverages
65028,Fast Food
65028,Healthy Food
65028,Salads
65028,Snacks
65028,Desserts
65028,Beverages
65033,Indian
65039,Indian
65039,Chinese
65039,Continental
65039,Desserts
65039,Beverages
65046,North Indian
65075,Home Food
65075,North Indian
65075,South Indian
65075,Beverages
65075,Chettinad
65075,Combo
65075,Desserts
65075,Hyderabadi
65075,Indian
65075,Lucknowi
65075,Maharashtrian
65075,Mangalorean
65075,Punjabi
65075,Rajasthani
65075,Snacks
65075,Sweets
65075,Thalis
65178,Indian
65178,Fast Food
65178,Chinese
65178,Tandoor
65178,Snacks
65178,Biryani
65181,Chinese
65181,Tibetan
65183,Indian
65183,Chinese
65183,Continental
65184,Bengali
65184,Indian
65184,Bangladeshi
65188,Indian
65188,Chinese
65188,Tandoor
65189,Chinese
65189,Seafood
65189,Pan-Asian
65189,Vietnamese
65189,Malaysian
65189,Singaporean
65189,Thai
65221,American  Continental
65319,North Indian
65404,Continental
65404,Fast Food
65404,Lebanese
65404,North Indian
65404,Chinese
65483,Arabian
65483,Lebanese
65483,Mediterranean
65483,Biryani
65530,Desserts
65530,Ice Cream
65569,Biryani
65758,Indian
65758,Chinese
65758,Continental
65879,Lebanese
65879,Turkish
65879,Arabian
65879,Fast Food
65879,Healthy Food
65879,Beverages
65912,Indian
65912,Mughlai
65912,North Indian
65912,Combo
65921,Asian
65921,Chinese
65960,North Indian
66018,North Indian
66018,Kebabs
66018,Biryani
66018,Chinese
66018,Continental
66018,Fast Food
66018,Mughlai
66119,Chinese
66119,Continental
66119,Italian
66119,Mediterranean
66119,Thai
66119,Lebanese
66119,American
66119,Asian
66119,Beverages
66119,Bakery
66119,Biryani
66119,Desserts
66119,Mexican
66119,North Indian
66119,Salads
66119,Pizzas
66166,Indian
66166,Chinese
66229,Fast Food  Beverages  Thalis
66378,Indian
66378,Chinese
66378,Thai
66424,North Indian
66424,Desserts
66424,Fast Food
66474,Jain
66474,North Indian
66474,Continental
66474,Fast Food
66474,Italian
66474,Beverages
66474,Thai
66490,North Indian
66490,Indian
66490,Biryani
66490,Punjabi
66490,Kebabs
66490,Mughlai
66490,Desserts
66509,Indian
66509,Chinese
66602,Coastal
66602,Seafood
66666,Fast Food
66666,Bakery
66936,Fast Food
66936,Italian
66936,Beverages
67108,Sindhi  North Indian  Snacks
67148,Italian
67148,Continental
67148,North Indian
67148,Mughlai
67148,Pizzas
67148,Bakery
67283,Biryani
67296,Sweets
67411,Indian
67411,Fast Food
67411,Biryani
67411,Tandoor
67411,Sweets
67411,Beverages
67411,Street Food
67575,Arabian
67575,Indian
67575,Chinese
67618,Fast Food
67652,Chinese
67652,Thai
67652,North Indian
67659,Cafe
67659,Desserts
67659,Ice Cream
67659,Beverages
67659,Pastas
67659,Salads
67716,Continental
67716,Chinese
67716,Indian
67717,Desserts  Snacks  Bakery
67787,Goan
67787,Portuguese
67903,Italian-American  European  Continental
68020,Fast Food
68055,Indian  Chinese  Continental
68100,North Indian
68100,Mughlai
68100,Punjabi
68276,North Indian
68276,Mughlai
68276,Seafood
68276,Chinese
68276,Tandoor
68512,Fast Food
68512,Pan-Asian
68512,Continental
68544,Indian  Chinese
69274,Bakery
69274,Combo
69274,Beverages
69274,Maharashtrian
69274,Snacks
69274,Street Food
69274,South Indian
69274,Punjabi
69274,Fast Food
69354,Seafood
69354,Kerala
69354,Biryani
69489,Juices
69489,Desserts
69489,Beverages
69531,Indian
69531,Chinese
69531,Continental
69876,Fast Food
69876,Salads
69876,Snacks
69876,Desserts
69876,Beverages
69959,North Indian
69959,Chinese
69991,Fast Food
69991,Chinese
69991,Indian
69991,Desserts
69991,Punjabi
69991,Asian
69992,Fast Food
69992,Chinese
69992,Indian
69992,Desserts
69992,Punjabi
69992,Asian
70016,Sweets
70016,Desserts
70054,North Indian  Chinese  Biryani
70344,South Indian
70344,North Indian
70344,Chinese
70400,Chinese
70400,Street Food
70400,Fast Food
70522,North Indian
70522,Chinese
70522,Oriental
70522,Continental
70522,Desserts
70570,Indian
70570,Chinese
70574,Indian
70577,Chinese
70577,South Indian
70577,North Indian
70681,Indian
70681,Chinese
70691,Continental
70691,Chinese
70691,Combo
70691,Beverages
70761,North Indian
70846,Italian
70894,Chinese
70894,Fast Food
70942,Chinese
70942,Fast Food
71071,Fast Food
71152,North Indian
71260,Biryani
71260,Mughlai
71267,Chinese
71328,Punjabi
71328,Fast Food
71359,Punjabi
71359,North Indian
71359,Chinese
71359,South Indian
71359,Fast Food
71361,South Indian
71361,Chettinad
71392,Indian
71392,Mughlai
71392,Chinese
71591,Fast Food  Beverages
71596,Beverages  Fast Food
71645,Biryani
71645,Hyderabadi
72003,Asian
72003,Continental
72156,North Indian
72156,Chinese
72156,Mughlai
72165,North Indian
72165,Chinese
72236,Cafe
72236,Italian
72236,Bakery
72236,Desserts
72264,Indian
72264,Chinese
72566,Bakery
72605,Pizzas
72605,Fast Food
72625,Salads
72625,Continental
72625,Oriental
72625,Beverages
72637,Healthy Food
72637,Beverages
72637,Juices
72650,Continental
72650,Healthy Food
72650,Thai
72650,Juices
72650,Mexican
72650,Mediterranean
72650,Lebanese
72650,Greek
72893,Bakery
72893,Desserts
72959,Gujarati
72959,Snacks
73475,Snacks
73574,Desserts
73603,North Indian
73603,Chinese
73603,Biryani
73603,Tandoor
73619,North Indian
73619,Chinese
73662,Continental
73662,Chinese
73662,Italian
73662,Mexican
73665,Tandoor
73665,Chinese
73665,Biryani
73665,Indian
73682,Biryani
73682,Hyderabadi
73682,Lucknowi
73682,Kebabs
73682,Desserts
73682,Beverages
73720,North Indian
73720,South Indian
73720,Chinese
73720,Seafood
73720,Biryani
73924,Bengali
73924,North Indian
73980,Bakery
73980,Ice Cream
73980,Beverages
74130,Chinese
74137,South Indian  Chinese
74340,Bengali
74340,North Indian
74340,Chinese
74340,Home Food
74340,Thalis
74340,Beverages
74361,Pizzas
74361,Italian
74361,Fast Food
74361,Beverages
74361,Desserts
74365,Continental
74365,Italian
74365,Oriental
74365,Tandoor
74549,Indian
74549,Chinese
74549,Tandoor
74549,Mughlai
74549,Biryani
74549,Desserts
74628,Chinese
74628,North Indian
74628,Desserts
74628,Andhra
74628,Beverages
74628,Seafood
74628,Punjabi
74628,Hyderabadi
74644,American
74644,Fast Food
74646,Hyderabadi
74646,Mughlai
74646,Biryani
74646,Indian
74646,Chinese
74668,Indian
74668,Chinese
74870,Fast Food
74870,Pizzas
74979,Desserts
74979,Bakery
76208,Chinese
76208,Beverages
76208,Snacks
76208,Ice Cream
76208,Combo
76208,Thalis
76475,Chinese
76601,Cafe
76601,Chinese
76601,Continental
76649,North Indian
76702,Chinese
76775,Indian
76775,Chinese
76997,Indian
77106,Indian
77182,Fast Food
77182,Chinese
77217,Chinese
77217,Asian
77217,Fast Food
77340,Chinese
77371,Oriental
77371,Italian-American
77371,Indian
77371,Asian
77646,Mughlai
77646,Indian
77719,Biryani
77719,Mughlai
77719,Kebabs
77719,North Indian
77726,Bakery
77726,Desserts
77736,Italian
77736,Pizzas
77736,Pastas
77736,Desserts
77736,Beverages
77740,Continental
77875,North Indian
77875,Chinese
77876,Street Food
77876,Arabian
78036,American
78085,North Indian
78085,Chinese
78085,Mughlai
78085,Tandoor
78085,Seafood
78172,Ice Cream
78172,Beverages
78172,Fast Food
78244,North Indian
78244,Biryani
78244,Chinese
78244,Tandoor
78244,Seafood
78244,Snacks
78244,Kebabs
78335,Desserts
78335,Ice Cream
78434,North Indian
78434,European
78434,Continental
78434,Fast Food
78434,Mangalorean
78478,Biryani
78478,Tandoor
78478,Chinese
78478,Indian
78684,Chinese
79000,Arabian
79184,Chinese
79234,South Indian
79234,North Indian
79595,Chinese
79595,Pan-Asian
79595,Combo
79693,Indian  Chinese
79850,Fast Food
79850,Keto
79850,Continental
79850,Salads
79850,Mexican
79850,European
79850,Italian
79850,Mediterranean
79850,Combo
79850,Thai
79850,Desserts
79850,Indian
79850,Biryani
79850,Healthy Food
79855,Fast Food  Italian  Beverages
80118,Mexican
80142,Indian
80142,Biryani
80142,Tandoor
80142,Desserts
80142,Beverages
80349,Indian
80398,Indian
80398,Chinese
80398,Continental
80398,Asian
80488,Home Food
80488,South Indian
80488,North Indian
80488,Thalis
80504,Chinese
80504,South Indian
80504,Fast Food
80504,Hyderabadi
80517,Biryani
80517,Mughlai
80517,Kebabs
80517,Desserts
80593,South Indian
80593,Kerala
80840,Chinese  Thai  Indonesian  Combo
81049,Desserts
81049,Fast Food
81049,Beverages
81049,Hyderabadi
81114,South Indian
81270,Lebanese
81270,Fast Food
81270,Tibetan
81270,Pizzas
81270,Pastas
81392,Pizzas
81489,Chinese
81489,North Indian
81489,Biryani
81489,Seafood
81574,Chinese
81574,Tandoor
81574,Beverages
81616,Biryani
81616,Tandoor
81650,Indian
81650,Chinese
81650,Tandoor
81725,Tandoor
81725,North Indian
81776,North Indian
81814,American
81814,Fast Food
81944,Pan-Asian
81944,Singaporean
81944,Malaysian
81944,Japanese
81944,Asian
81944,Chinese
81944,Indonesian
81984,Oriya
81984,Seafood
81984,Thai
81992,American
81992,Fast Food
81992,Beverages
82022,Italian
82022,Mexican
82022,Beverages
82089,Indian
82160,Sweets
82160,Snacks
82375,Seafood
82407,Biryani
82407,Tandoor
82407,North Indian
82407,Chinese
82407,Kebabs
82407,Mughlai
82499,North Indian
82499,Mughlai
82499,Seafood
82499,Biryani
82499,Desserts
82499,Kebabs
82509,Hyderabadi
82509,North Indian
82509,Tandoor
82509,Chinese
82634,North Indian
82818,Chinese
82818,Indian
82818,Beverages
82818,Snacks
82844,Arabian
82875,South Indian
82875,Hyderabadi
82875,Chinese
82875,North Indian
82875,Andhra
82956,North Indian
82956,Arabian
82956,Chinese
83041,Beverages
83078,Mughlai  Biryani  Indian  Tandoor  North Indian
83081,Desserts
83081,Beverages
83081,Ice Cream
83081,Bakery
83081,Sweets
83230,Juices
83230,Fast Food
83293,North Indian
83293,Punjabi
83296,Biryani
83296,Maharashtrian
83296,North Indian
83296,Mughlai
83296,Hyderabadi
83296,Indian
83488,Desserts
83516,Continental
83516,European
83516,Asian
83528,American
83528,Pastas
83528,Fast Food
83528,Snacks
83528,Desserts
83528,Beverages
83528,Asian
83528,Italian
83528,Tibetan
83528,North Indian
83822,Indian
83822,Punjabi
83822,Chinese
83833,Fast Food
83837,Lebanese
83839,Desserts  Continental  Italian
84139,Beverages
84140,South Indian
84140,Chinese
84174,North Indian
84222,Biryani
84222,Mughlai
84264,Healthy Food  Salads  Continental
84340,Indian
84340,Chinese
84340,Combo
84340,Biryani
84417,North Indian
84417,Indian
84836,Sweets
84836,Desserts
84836,Snacks
84836,Chaat
84962,Indian
84962,Chinese
85218,Fast Food
85218,Snacks
85218,Combo
85218,Italian
85218,Beverages
85218,Continental
85253,Desserts
85642,Biryani
85642,Tandoor
85719,North Indian
85719,Chinese
85719,Punjabi
85848,Indian
85848,Bengali
85848,Fast Food
85848,Snacks
85848,Home Food
85848,Pastas
85971,Fast Food
85971,American
86078,Continental
86078,Desserts
86078,Bakery
86084,Chinese
86084,Fast Food
86084,Beverages
86087,Desserts
86087,Beverages
86087,Fast Food
86175,Chinese
86175,Fast Food
86248,Indian
86248,Punjabi
86477,Indian
86477,Chinese
86724,Pan-Asian
86724,Singaporean
86724,Malaysian
86724,Japanese
86724,Asian
86724,Thai
86724,Chinese
86724,Indonesian
86834,Chinese
86834,Thai
86834,Seafood
86834,Asian
87071,North Indian
87077,American  Fast Food
87100,North Indian
87100,Punjabi
87100,Street Food
87100,South Indian
87112,Chinese
87112,North Indian
87112,Italian
87296,Thalis
87296,Combo
87551,South Indian
87551,Biryani
87551,Chinese
87903,Indian
87903,Chinese
87903,Mughlai
87903,North Indian
87903,Desserts
87903,Fast Food
87975,Coastal
87975,Arabian
87975,Tribal
88022,Italian
88022,Chinese
88022,Burmese
88022,Pan-Asian
88022,Thai
88022,Malaysian
88022,Oriental
88022,Italian-American
88022,Pastas
88070,Biryani  Chinese
88325,Chinese
88325,North Indian
88440,Biryani
88440,North Indian
88440,Chinese
88440,Kebabs
88503,Continental
88532,Fast Food
88650,North Indian
88650,Continental
88650,American
88650,Desserts
88650,Fast Food
88650,Italian
88650,Beverages
88650,Seafood
88711,Biryani
88711,Chinese
88745,Indian
88745,Chinese
88745,South Indian
88745,American
88745,Fast Food
88745,Kebabs
88745,Mughlai
88745,Biryani
88745,Combo
88858,Fast Food
88858,Italian
88966,South Indian
88966,Chinese
89254,Chinese
89254,Biryani
89254,Kebabs
89254,Haleem
89378,Fast Food
89571,North Indian
89571,Mughlai
89571,Seafood
89571,Biryani
89571,Desserts
89571,Kebabs
89648,Indian
89648,Mughlai
89648,Fast Food
89691,Fast Food
89691,Continental
90306,Beverages
90306,Snacks
90306,Desserts
90317,Chinese
90466,Bakery
90466,Desserts
90466,Fast Food
90466,Beverages
90561,Beverages
90694,Bakery
90712,North Indian
90712,Mughlai
90712,Seafood
90712,Biryani
90712,Desserts
90712,Kebabs
90842,Chinese
90842,North Indian
90900,Indian  Chinese  Desserts  Juices
90911,Chinese
90911,North Indian
90911,Biryani
91215,Tibetan
91215,Italian
91215,Mughlai
91215,Chinese
91215,Kerala
91216,Desserts
91216,Fast Food
91216,American
91216,Beverages
91216,Combo
91289,American
91289,Biryani
91289,Pastas
91289,Combo
91289,Continental
91289,Tibetan
91289,Fast Food
91289,Beverages
91289,Salads
91305,Japanese
91305,Chinese
91305,Thai
91305,Malaysian
91305,Indonesian
91305,Burmese
91305,Singaporean
91323,Indian
91323,Chinese
91323,Tandoor
91408,Arabian
91458,Continental
91458,American
91458,Desserts
91458,Fast Food
91458,Bakery
91629,Persian
91629,Arabian
91629,Indian
91629,Middle Eastern
91629,Biryani
91699,Chinese
91699,Biryani
91699,Mughlai
91699,North Indian
91758,Desserts  Bakery  Snacks
91781,Italian
91781,Continental
91817,Salads
91817,Fast Food
91817,Desserts
91817,Continental
91817,Beverages
91817,American
91969,Fast Food
92151,Fast Food
92270,Fast Food
92282,Ice Cream  Desserts  Beverages
92384,Biryani
92384,Chettinad
92384,Andhra
92384,Beverages
92384,Seafood
92403,Juices
92403,Beverages
92796,Biryani
92796,Tandoor
92796,Chinese
92796,North Indian
92830,Cafe
93035,Desserts
93035,Ice Cream
93035,Beverages
93152,Biryani
93430,Biryani
93430,Mughlai
93430,North Indian
93430,Indian
93430,Chinese
93430,Tandoor
93430,Hyderabadi
93439,Asian  Fast Food  Chinese  Combo
93695,Fast Food
93802,Mangalorean
93802,Chinese
93802,North Indian
93802,Mughlai
93802,Punjabi
93802,Awadhi
94075,South Indian
94091,South Indian
94091,Chinese
94363,Bengali
94363,North Indian
94363,Biryani
94363,Tandoor
94366,Punjabi
94366,North Indian
94366,Thalis
94366,Desserts
94366,Beverages
94417,Continental
94417,American
94417,Fast Food
94417,Italian
94417,Mexican
94417,Beverages
94438,Biryani
94441,Fast Food
94441,Indian
94441,Chinese
94782,Mughlai
94832,Chinese  Beverages
94908,Chinese  North Indian
95206,Indian
95206,Chinese
95278,Bakery
95278,Fast Food
95365,Italian-American
95365,Fast Food
95365,Continental
95862,North Indian
95862,Chinese
95862,Tandoor
95862,Biryani
96020,North Indian
96020,Chinese
96020,Tandoor
96386,Pizzas
96386,Fast Food
96386,Street Food
96386,Indian
96386,Mughlai
96618,Indian
96618,Chinese
96619,Indian
96619,Chinese
96619,South Indian
96989,North Indian
96989,Seafood
96990,Chinese
96990,North Indian
97000,North Indian
97132,Chinese
97132,North Indian
97132,Desserts
97132,Fast Food
97132,Beverages
97132,Seafood
97413,Bengali
97418,Healthy Food
97418,Salads
97418,Desserts
97485,Beverages
97522,North Indian
97522,Continental
97859,Indian
97890,Indian
97890,Beverages
97890,Biryani
97890,Fast Food
98255,Goan  Seafood
98257,Italian  Continental  Indian  Mexican
98288,North Indian
98288,Continental
98288,American
98288,Fast Food
98288,Chinese
98288,Pizzas
98288,Desserts
98351,North Indian
98351,Chinese
98351,Tandoor
98351,Combo
98817,Biryani
98817,South Indian
98817,North Indian
98817,Chinese
98822,North Indian
98822,Fast Food
98927,Fast Food
98927,Continental
98927,Chinese
98927,Special Discount From (The Scoop)
99085,Indian
99297,Indian
99304,North Indian
99341,Beverages
99341,Ice Cream
99494,Fast Food
99901,Chinese
99901,Fast Food
100185,Bakery
100185,Desserts
100185,Australian
100185,Snacks
100185,Cafe
100325,Arabian
100325,Snacks
100325,Fast Food
100398,Chinese
100398,Tibetan
100398,Snacks
100721,American
100721,Fast Food
100748,Kerala
100749,North Indian
100853,Italian
100853,Chinese
100853,Continental
100942,North Indian
100942,South Indian
100942,Tandoor
100942,Biryani
100958,Pizzas
100958,Italian
100958,Continental
100958,American
100958,Chinese
100958,Snacks
100958,Desserts
100958,Beverages
101421,Indian
101421,Biryani
101438,North Indian
101438,Chinese
101438,Tandoor
101496,Asian
101496,Chinese
101496,Thai
101496,Burmese
101568,Italian
101631,Fast Food
101652,Healthy Food
101652,Continental
101652,Salads
101652,American
101652,Italian
101652,Seafood
101652,Indian
101652,Snacks
101652,Keto
101652,Juices
101751,Pizzas
101751,Italian
101751,Pastas
101751,Desserts
101751,Beverages
101968,Continental
101968,North Indian
101968,Pizzas
101968,American
101968,Mexican
101968,Italian
101968,Beverages
102148,Continental
102148,American
102148,Italian
102148,Mexican
102263,Arabian
102633,North Indian
102633,Mughlai
103112,Bengali
103112,North Indian
103112,Biryani
103112,Mughlai
103112,Indian
103112,Desserts
103112,Seafood
103112,Snacks
